public_product_id,marketplace,brand_group,category_group,subcategory_group,product_group,fulfillment_type,listing_price_band,inventory_band,margin_band_public,profitability_band_public,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_index,estimated_profitability_index,margin_risk_score,margin_risk_band,revenue_quality_score,revenue_quality_band,recommended_action,action_priority,action_reason
P1146,Meesho,Vaseline,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,26.5,26.7,13.5,4.7,3.9,92.5,30.0,66.2,5.7,Low Risk,86.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1156,Meesho,Vaseline,Body Care,Body Lotion,Body Lotion,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,26.4,26.9,13.3,3.6,3.9,94.0,30.4,67.2,5.5,Low Risk,88.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0235,Meesho,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,26.3,29.6,13.2,6.1,3.7,91.0,29.3,65.3,5.7,Low Risk,84.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0260,Meesho,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,26.3,26.7,13.1,2.2,4.5,96.0,30.7,68.2,5.4,Low Risk,89.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1048,Meesho,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,26.3,26.7,13.3,4.3,3.4,93.1,30.1,66.6,5.6,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0536,Amazon,NOVOLIFE,Health & Wellness,Herbal Inhaler,Herbal Inhaler,FBA,<500,Very Low / 1-2,Unmapped,Unmapped,26.0,81.8,43.0,4.3,4.0,69.5,18.4,48.2,16.0,Low Risk,57.1,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0609,Meesho,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,26.0,26.5,13.2,2.8,4.0,94.1,30.2,67.2,5.5,Low Risk,87.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1067,Meesho,Tiger Balm,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,25.9,29.2,13.6,6.1,4.1,91.5,28.6,65.1,6.0,Low Risk,83.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1075,Meesho,Tresemme,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,25.9,26.3,13.5,7.0,3.8,90.7,28.4,64.6,6.0,Low Risk,83.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1156,Website,Vaseline,Body Care,Body Lotion,Body Lotion,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,25.7,24.9,4.7,2.0,4.0,104.7,33.3,72.8,2.7,Low Risk,94.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1146,Website,Vaseline,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,25.4,24.7,4.6,2.2,4.0,103.7,32.9,72.6,2.5,Low Risk,95.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1069,Meesho,Tiger Balm,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,25.3,28.4,13.8,6.8,3.6,91.1,27.8,64.5,6.0,Low Risk,84.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,Meesho,Ora2,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,25.3,25.9,13.9,7.9,3.9,88.8,27.3,63.3,6.0,Low Risk,83.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1109,Meesho,Vaseline,Body Care,Body Wash,Body Wash,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,25.3,25.7,13.6,7.5,3.9,90.6,27.5,64.2,5.8,Low Risk,86.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1131,Meesho,Vaseline,Skin Care,Sunscreen,Sunscreen,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,25.2,25.7,13.4,7.6,4.5,89.6,27.3,63.6,5.9,Low Risk,84.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0175,Meesho,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,24.9,31.6,13.5,3.5,4.0,94.6,28.5,66.6,5.6,Low Risk,88.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0252,JioMart,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,24.8,24.3,10.8,1.7,4.2,96.2,30.0,68.4,4.7,Low Risk,90.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0156,Meesho,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Very High / 51+,Unmapped,Unmapped,24.7,28.0,13.2,1.8,4.8,93.8,28.8,66.6,5.5,Low Risk,89.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1162,Meesho,Vita Keratin,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,24.7,26.5,13.4,4.4,3.7,93.4,28.2,66.0,5.6,Low Risk,87.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0565,Meesho,Pair,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,24.7,26.3,13.5,7.0,4.5,89.1,26.9,63.3,5.8,Low Risk,84.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0581,JioMart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,24.6,24.1,11.1,5.3,3.9,94.4,28.4,66.7,5.0,Low Risk,87.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0488,Meesho,Listerine,Oral Care,Mouthwash,Mouthwash,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,24.5,24.7,13.6,6.3,4.1,91.0,27.0,64.2,5.9,Low Risk,84.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0605,Meesho,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,24.5,24.7,12.9,2.7,3.9,94.1,28.7,66.7,5.4,Low Risk,88.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1044,Meesho,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,24.4,25.3,13.5,3.2,4.2,94.2,28.1,66.3,5.6,Low Risk,87.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1237,Meesho,Watsons,Oral Care,Interdental Brush,Interdental Brush,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,24.2,27.1,13.2,1.8,3.8,95.3,28.6,67.2,5.4,Low Risk,89.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0573,Meesho,Pantene,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,24.2,24.7,13.2,4.1,4.7,92.3,27.4,65.2,5.6,Low Risk,87.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0594,Website,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,24.2,23.9,5.2,4.8,3.9,100.5,30.2,70.7,3.1,Low Risk,91.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0546,Meesho,Ora2,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,24.1,24.5,13.1,4.3,3.8,93.9,27.6,66.0,5.6,Low Risk,87.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0797,Meesho,Sensodyne,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,24.1,24.5,13.4,5.4,4.1,92.4,27.0,64.9,5.8,Low Risk,84.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0783,Website,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,23.8,23.1,5.3,8.0,3.7,99.4,28.6,69.3,2.9,Low Risk,93.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0554,Website,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,23.7,23.1,5.4,5.4,4.8,99.5,29.1,69.7,3.1,Low Risk,92.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0279,JioMart,Dove,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,23.4,23.1,10.9,2.4,4.6,95.4,27.9,67.2,4.8,Low Risk,89.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0609,Website,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,23.2,22.7,5.1,6.0,4.6,99.8,28.4,69.6,3.3,Low Risk,89.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0529,Website,NEXCARE,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,23.1,22.4,5.6,8.2,4.5,97.2,27.4,67.8,3.7,Low Risk,87.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,Meesho,Vaseline,Body Care,Body Wash,Body Wash,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,23.0,23.3,13.2,2.8,4.3,95.1,26.7,66.2,5.5,Low Risk,88.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0528,Meesho,NEXCARE,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,22.6,30.6,13.9,5.1,3.8,93.9,25.4,64.9,6.0,Low Risk,85.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0906,JioMart,SHIVAMAX,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,22.6,22.4,11.1,4.3,4.5,94.0,26.2,65.7,5.0,Low Risk,87.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0547,Website,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,22.6,21.8,5.3,6.5,4.2,99.7,27.6,69.2,3.3,Low Risk,90.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1120,Meesho,Vaseline,Skin Care,Body Scrub,Body Scrub,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,22.5,28.6,13.2,3.9,4.0,94.7,25.7,65.5,5.6,Low Risk,88.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0922,Website,SHIVAMAX,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,22.5,22.2,5.3,4.3,3.9,102.1,28.2,70.3,3.0,Low Risk,92.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0260,Website,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,22.4,21.8,5.2,2.7,4.2,103.7,28.5,70.8,2.9,Low Risk,93.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0488,Website,Listerine,Oral Care,Mouthwash,Mouthwash,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,22.4,21.8,5.1,2.5,3.9,104.6,28.8,70.9,2.8,Low Risk,94.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,Flipkart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,22.3,43.1,16.4,6.2,4.0,90.5,23.7,62.3,6.8,Low Risk,83.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0263,Meesho,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,22.3,22.7,13.4,7.0,3.9,91.7,24.5,63.5,5.8,Low Risk,85.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,Website,Vaseline,Body Care,Body Wash,Body Wash,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,22.3,21.8,5.2,3.9,4.3,102.6,28.0,70.4,3.1,Low Risk,93.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,Flipkart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,22.2,45.1,15.8,4.1,4.1,93.5,24.5,64.2,6.5,Low Risk,86.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0034,Meesho,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,22.2,32.2,13.8,3.0,4.1,94.9,25.6,65.6,5.7,Low Risk,88.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0264,Meesho,Dove,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,High / 16-50,Unmapped,Unmapped,22.2,29.0,13.5,3.2,4.3,94.3,25.4,65.3,5.7,Low Risk,88.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0235,JioMart,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,22.1,24.3,11.7,6.3,3.5,92.3,25.1,64.3,5.1,Low Risk,87.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0343,JioMart,Fino,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,1000-1499,Out of Stock / 0,Unmapped,Unmapped,22.1,23.1,11.5,6.9,4.8,91.3,24.7,63.6,5.3,Low Risk,85.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0927,Amazon,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,FBA,<500,Medium / 6-15,Unmapped,Unmapped,22.0,83.1,50.0,3.6,4.2,63.5,13.5,42.7,18.9,Low Risk,49.1,Watch,Fee Review,High,High sales-index product with elevated fee percentage.
P0437,Meesho,L'Oreal Paris,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Very High / 51+,Unmapped,Unmapped,22.0,28.2,13.5,4.8,3.7,94.2,24.9,64.9,5.7,Low Risk,87.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0252,Website,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,22.0,21.2,5.1,5.4,3.8,100.7,27.3,69.5,3.2,Low Risk,90.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0270,Flipkart,Dove,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,21.9,42.0,15.7,2.3,4.1,95.6,24.9,65.4,6.4,Low Risk,88.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1157,JioMart,Vaseline,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.9,22.9,11.9,6.2,4.0,93.5,24.8,64.6,5.3,Low Risk,87.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0547,JioMart,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,21.9,21.6,11.0,1.8,3.6,97.4,26.6,67.6,4.6,Low Risk,92.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0780,Website,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,21.9,21.0,4.8,3.6,3.9,103.9,27.9,70.5,2.8,Low Risk,93.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1043,JioMart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.8,22.4,11.0,4.0,4.0,95.1,25.7,66.0,4.7,Low Risk,90.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0041,JioMart,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.8,21.4,11.0,4.4,4.6,93.4,25.3,65.1,4.9,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1185,Flipkart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,21.7,40.0,15.9,5.8,4.0,91.7,23.5,62.9,6.6,Low Risk,84.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0042,JioMart,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.6,21.2,11.1,3.2,3.7,96.7,25.7,66.7,4.8,Low Risk,91.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1190,Flipkart,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,21.5,39.6,15.9,3.0,3.8,94.3,24.1,64.5,6.4,Low Risk,87.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0547,Meesho,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,21.5,21.8,13.4,7.4,3.3,90.3,23.7,62.6,5.9,Low Risk,83.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0553,JioMart,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,21.5,21.2,11.3,4.3,4.3,94.7,25.0,65.5,5.0,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,JioMart,Vaseline,Body Care,Body Wash,Body Wash,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,21.5,21.2,11.5,4.3,4.0,95.6,25.0,65.8,4.9,Low Risk,90.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0890,Flipkart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,21.4,41.2,15.9,3.7,4.5,93.0,23.6,63.6,6.5,Low Risk,86.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0534,Meesho,Nexcare,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,21.4,27.1,13.4,3.4,4.2,93.7,24.5,64.7,5.6,Low Risk,87.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0747,Meesho,Rexona,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.4,26.9,13.6,7.1,3.9,91.4,23.4,62.9,5.9,Low Risk,85.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0586,JioMart,Pantene,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,21.4,21.0,11.7,5.1,4.1,93.3,24.6,64.6,5.0,Low Risk,88.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0594,JioMart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.4,21.0,11.1,3.6,3.9,95.2,25.3,65.9,4.9,Low Risk,88.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1075,Website,Tresemme,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,21.4,20.8,5.4,4.2,4.4,103.0,26.8,69.9,3.1,Low Risk,92.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1109,Website,Vaseline,Body Care,Body Wash,Body Wash,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,21.3,20.6,5.0,8.1,4.4,98.5,25.5,67.7,3.3,Low Risk,89.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0602,Website,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.2,20.8,5.0,2.5,3.9,103.4,27.3,70.3,2.7,Low Risk,95.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0795,JioMart,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.2,20.8,11.3,5.1,4.0,93.7,24.5,64.8,5.0,Low Risk,87.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1042,Website,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.2,20.6,4.9,4.6,4.2,102.6,26.5,69.8,2.8,Low Risk,93.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1044,JioMart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.1,21.2,11.4,4.5,3.7,94.8,24.6,65.3,4.9,Low Risk,89.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0082,Meesho,Biore,Skin Care,Sunscreen,Sunscreen,Merchant Fulfilled,500-999,Very High / 51+,Unmapped,Unmapped,21.0,28.6,12.9,0.8,4.0,96.8,25.1,66.5,5.3,Low Risk,90.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0041,Website,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.0,20.6,5.1,0.9,3.8,104.8,27.5,70.5,2.5,Low Risk,97.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0263,JioMart,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,21.0,20.6,10.9,5.3,3.9,92.8,24.4,64.4,5.0,Low Risk,86.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0279,Website,Dove,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,21.0,20.4,5.2,2.1,4.0,105.1,27.0,70.2,2.7,Low Risk,95.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0604,JioMart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,20.9,21.6,10.7,1.3,5.0,97.0,25.2,66.8,4.6,Low Risk,91.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0781,Website,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,20.9,20.4,5.2,2.2,3.9,102.9,26.9,70.2,2.7,Low Risk,95.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0555,Flipkart,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,20.8,40.0,16.3,5.9,4.3,90.1,22.2,61.6,6.7,Low Risk,83.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1107,Meesho,Vaseline,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,20.8,30.2,13.7,6.4,4.2,90.4,22.9,62.3,5.9,Low Risk,84.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0744,Meesho,Rexona,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,20.8,26.3,13.3,5.8,3.6,93.2,23.4,63.8,5.7,Low Risk,86.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
